exp_tag,seed,Acc2_pri,Acc2_sec,Acc2_ter,MAE_pri,MAE_sec,MAE_ter,Acc7_pri,Acc7_sec,Acc7_ter
gs2_vs0.0_sl0.0,42,0.8536585365853658,0.8567073170731707,0.8429878048780488,0.7293837070465088,0.7334578037261963,0.7610713839530945,0.44752186588921283,0.4446064139941691,0.44314868804664725
gs2_vs0.0_sl0.2,42,0.8490853658536586,0.8338414634146342,0.8460365853658537,0.7207650542259216,0.7672491073608398,0.7288861274719238,0.4606413994169096,0.4402332361516035,0.4606413994169096
gs2_vs0.0_sl0.3,42,0.850609756097561,0.8521341463414634,0.8429878048780488,0.7239701747894287,0.735834002494812,0.7471343874931335,0.4489795918367347,0.4329446064139942,0.45043731778425655
gs2_vs0.0_sl0.5,42,0.8582317073170732,0.850609756097561,0.8490853658536586,0.7259460687637329,0.7740230560302734,0.7377821207046509,0.4489795918367347,0.4110787172011662,0.45335276967930027
gs2_vs0.0_sl0.6,42,0.850609756097561,0.8460365853658537,0.8460365853658537,0.709638237953186,0.7428482174873352,0.7234299778938293,0.478134110787172,0.46355685131195334,0.45481049562682213
gs2_vs0.2_sl0.0,42,0.8338414634146342,0.836890243902439,0.8490853658536586,0.7418054342269897,0.7916366457939148,0.7263566851615906,0.45043731778425655,0.4271137026239067,0.4606413994169096
gs2_vs0.2_sl0.2,42,0.8384146341463414,0.836890243902439,0.8384146341463414,0.7576362490653992,0.7915094494819641,0.7654221653938293,0.4402332361516035,0.4271137026239067,0.43002915451895046
gs2_vs0.2_sl0.3,42,0.8353658536585366,0.8521341463414634,0.8414634146341463,0.7295036911964417,0.7436612248420715,0.7683553099632263,0.4518950437317784,0.42565597667638483,0.4358600583090379
gs2_vs0.2_sl0.5,42,0.8475609756097561,0.8429878048780488,0.836890243902439,0.7251456379890442,0.7645267248153687,0.7540039420127869,0.4650145772594752,0.4227405247813411,0.4489795918367347
gs2_vs0.2_sl0.6,42,0.8445121951219512,0.8460365853658537,0.8445121951219512,0.7426251769065857,0.741081953048706,0.7384477257728577,0.4358600583090379,0.41836734693877553,0.4577259475218659
gs2_vs0.3_sl0.0,42,0.850609756097561,0.8567073170731707,0.8475609756097561,0.7385889887809753,0.770175576210022,0.729546308517456,0.43440233236151604,0.4358600583090379,0.45335276967930027
gs2_vs0.3_sl0.2,42,0.8445121951219512,0.8323170731707317,0.8429878048780488,0.7549994587898254,0.7756990194320679,0.7614434957504272,0.446064139941691,0.42128279883381925,0.4329446064139942
gs2_vs0.3_sl0.3,42,0.8445121951219512,0.8521341463414634,0.8445121951219512,0.7347801923751831,0.7440447211265564,0.7247105240821838,0.446064139941691,0.44752186588921283,0.4446064139941691
gs2_vs0.3_sl0.5,42,0.8521341463414634,0.850609756097561,0.8521341463414634,0.7388485670089722,0.7111049294471741,0.7388485670089722,0.4402332361516035,0.4650145772594752,0.4402332361516035
gs2_vs0.3_sl0.6,42,0.850609756097561,0.8445121951219512,0.850609756097561,0.7210834622383118,0.7457656860351562,0.7171533107757568,0.4577259475218659,0.4518950437317784,0.4489795918367347
gs2_vs0.5_sl0.0,42,0.8551829268292683,0.8521341463414634,0.850609756097561,0.7235980033874512,0.7666436433792114,0.7534945011138916,0.45918367346938777,0.4329446064139942,0.4518950437317784
gs2_vs0.5_sl0.2,42,0.8490853658536586,0.8658536585365854,0.8475609756097561,0.7198594808578491,0.7306813597679138,0.7490590214729309,0.45481049562682213,0.43440233236151604,0.43440233236151604
gs2_vs0.5_sl0.3,42,0.8475609756097561,0.8353658536585366,0.8521341463414634,0.7284690737724304,0.7845935821533203,0.7407006621360779,0.45918367346938777,0.44314868804664725,0.4489795918367347
gs2_vs0.5_sl0.5,42,0.8475609756097561,0.8475609756097561,0.8445121951219512,0.7574564218521118,0.7582326531410217,0.7613900899887085,0.42128279883381925,0.4314868804664723,0.446064139941691
gs2_vs0.5_sl0.6,42,0.8490853658536586,0.8445121951219512,0.8460365853658537,0.7532552480697632,0.7618146538734436,0.735278308391571,0.44169096209912534,0.43002915451895046,0.4446064139941691
gs2_vs0.6_sl0.0,42,0.8429878048780488,0.8445121951219512,0.8414634146341463,0.7201881408691406,0.7626422643661499,0.7349876761436462,0.45918367346938777,0.4402332361516035,0.4518950437317784
