epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
75,0.8519,0.8253,0.5371,0.4279,0.7876,0.8519,0.8263,0.5265,0.736,0.0203
76,0.8611,0.8341,0.5328,0.4236,0.7866,0.8613,0.8352,0.5257,0.7345,0.0193
77,0.8519,0.8253,0.524,0.4148,0.7885,0.8516,0.8261,0.5266,0.7353,0.0209
78,0.8565,0.8253,0.5459,0.4367,0.7852,0.8566,0.8265,0.5284,0.7345,0.0197
79,0.8611,0.8341,0.5153,0.4105,0.7884,0.8613,0.8352,0.528,0.7355,0.0196
80,0.8565,0.8253,0.559,0.4454,0.7857,0.8566,0.8265,0.5279,0.7342,0.0173
81,0.8611,0.8341,0.559,0.4454,0.7903,0.8611,0.835,0.5188,0.7266,0.0175
82,0.8611,0.8341,0.5502,0.4367,0.7855,0.8611,0.835,0.5278,0.7341,0.0185
83,0.8657,0.8384,0.5415,0.4279,0.7837,0.8656,0.8393,0.5325,0.7387,0.0171
84,0.8611,0.8297,0.5415,0.4279,0.7856,0.8611,0.8308,0.5282,0.7347,0.0174
85,0.8565,0.8253,0.5415,0.4323,0.7839,0.8568,0.8267,0.5312,0.7394,0.0164
86,0.8611,0.8297,0.5371,0.4323,0.7871,0.8611,0.8308,0.5248,0.7291,0.0169
87,0.8565,0.8253,0.5284,0.4192,0.7874,0.8566,0.8265,0.5253,0.7314,0.0184
88,0.8565,0.8253,0.5459,0.4323,0.7875,0.8566,0.8265,0.5218,0.7288,0.0158
89,0.8611,0.8297,0.5546,0.4454,0.7897,0.8613,0.8309,0.5177,0.7248,0.0169
90,0.8565,0.8253,0.5546,0.4454,0.7884,0.8568,0.8267,0.5201,0.7258,0.0154
91,0.8565,0.8253,0.5502,0.4367,0.7881,0.8569,0.8268,0.5247,0.7325,0.0151
92,0.8611,0.8297,0.5415,0.4279,0.7903,0.8611,0.8308,0.52,0.7273,0.0163
93,0.8611,0.8297,0.5546,0.4454,0.7864,0.8613,0.8309,0.5258,0.7345,0.0153
