epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
27,0.8704,0.8384,0.5022,0.4105,0.7826,0.8709,0.8399,0.5564,0.7683,0.0602
28,0.8565,0.8341,0.5284,0.4148,0.7797,0.8568,0.8352,0.5367,0.7438,0.0538
29,0.8519,0.8297,0.5284,0.4236,0.7925,0.8522,0.8309,0.5319,0.746,0.053
30,0.8704,0.8428,0.5415,0.4323,0.7972,0.8708,0.8441,0.5041,0.7113,0.0517
31,0.8657,0.8384,0.5459,0.441,0.7838,0.8661,0.8397,0.5322,0.7414,0.051
32,0.8519,0.8297,0.5328,0.4279,0.7955,0.8522,0.8309,0.5223,0.7319,0.0497
33,0.8519,0.8253,0.559,0.4585,0.7955,0.8525,0.8269,0.5124,0.7176,0.0463
34,0.875,0.8559,0.5284,0.4323,0.7928,0.8751,0.8566,0.5217,0.725,0.0469
35,0.8657,0.8428,0.5633,0.4541,0.7968,0.8656,0.8435,0.5145,0.7244,0.0451
36,0.8611,0.8428,0.5153,0.4148,0.7839,0.8607,0.8431,0.5458,0.7551,0.0495
37,0.8611,0.8341,0.5153,0.4061,0.7965,0.8615,0.8353,0.5161,0.7209,0.0459
38,0.8657,0.8428,0.5284,0.4279,0.7975,0.8656,0.8435,0.5272,0.7419,0.0374
39,0.8611,0.8341,0.5415,0.4279,0.7967,0.8618,0.8356,0.5215,0.7337,0.0445
40,0.8611,0.8341,0.5284,0.4236,0.8003,0.8615,0.8353,0.5141,0.7213,0.0375
41,0.875,0.8472,0.524,0.4192,0.8005,0.8751,0.8481,0.5097,0.7156,0.038
42,0.875,0.8559,0.5502,0.441,0.8027,0.8749,0.8565,0.4988,0.7023,0.0383
43,0.8611,0.8384,0.5371,0.441,0.7997,0.8611,0.8393,0.5049,0.7034,0.0389
44,0.8704,0.8428,0.524,0.4279,0.8018,0.8707,0.844,0.5038,0.7068,0.0368
45,0.8657,0.8384,0.5502,0.4585,0.7908,0.8663,0.8398,0.5119,0.7133,0.0346
46,0.8704,0.8472,0.5546,0.4629,0.7958,0.8707,0.8483,0.5122,0.7129,0.0343
47,0.8657,0.8428,0.5328,0.4367,0.7934,0.8654,0.8433,0.5229,0.7304,0.0339
48,0.8657,0.8428,0.5633,0.4585,0.7988,0.8658,0.8437,0.5023,0.701,0.0366
49,0.8611,0.8341,0.5197,0.4148,0.7947,0.8613,0.8352,0.5115,0.7145,0.0306
50,0.8657,0.8428,0.5328,0.4323,0.7971,0.8658,0.8437,0.5168,0.7286,0.0322
51,0.875,0.8515,0.559,0.4541,0.7994,0.8749,0.8522,0.5034,0.7112,0.0313
52,0.8611,0.8384,0.5502,0.441,0.7963,0.8611,0.8393,0.5142,0.7202,0.0287
53,0.8657,0.8428,0.5546,0.4585,0.7984,0.8658,0.8437,0.5024,0.7057,0.0287
54,0.875,0.8472,0.5459,0.441,0.8005,0.8755,0.8485,0.5133,0.7231,0.0294
55,0.8796,0.8559,0.5852,0.4716,0.8051,0.8798,0.8568,0.4924,0.696,0.0301
56,0.8704,0.8472,0.5677,0.4585,0.8039,0.8702,0.8478,0.4999,0.7082,0.0259
57,0.8796,0.8515,0.5371,0.4323,0.8012,0.88,0.8528,0.5131,0.7235,0.0269
58,0.8704,0.8428,0.5633,0.4672,0.7955,0.8707,0.844,0.5008,0.6989,0.0277
59,0.8704,0.8472,0.559,0.4454,0.7983,0.8707,0.8483,0.5113,0.7199,0.0261
60,0.8657,0.8428,0.5546,0.4498,0.7976,0.8656,0.8435,0.5081,0.7141,0.0249
61,0.8657,0.8428,0.5546,0.4498,0.7989,0.8656,0.8435,0.5068,0.7125,0.0253
62,0.8611,0.8428,0.559,0.4541,0.792,0.8611,0.8435,0.5186,0.7242,0.0249
63,0.8657,0.8428,0.5546,0.4541,0.7968,0.8658,0.8437,0.5089,0.7101,0.0244
64,0.8611,0.8428,0.5721,0.4672,0.7935,0.8607,0.8431,0.5044,0.7055,0.0231
65,0.8704,0.8472,0.5633,0.4629,0.8026,0.8705,0.8481,0.4932,0.6963,0.0251
66,0.8611,0.8384,0.5502,0.4541,0.7991,0.8615,0.8396,0.4996,0.7038,0.0216
67,0.8704,0.8515,0.5459,0.4498,0.797,0.8702,0.852,0.5056,0.7069,0.0215
68,0.8704,0.8515,0.559,0.4541,0.7971,0.8702,0.852,0.5015,0.7067,0.0225
69,0.8611,0.8428,0.5546,0.4629,0.7979,0.8611,0.8435,0.5043,0.7084,0.0215
70,0.8704,0.8472,0.559,0.4498,0.7956,0.8702,0.8478,0.505,0.708,0.0225
71,0.8704,0.8472,0.5415,0.4367,0.7978,0.8707,0.8483,0.501,0.7053,0.0221
72,0.8704,0.8472,0.5459,0.441,0.7973,0.8704,0.848,0.5116,0.7183,0.0204
73,0.8657,0.8472,0.5328,0.4323,0.7969,0.8656,0.8478,0.5122,0.7192,0.0202
74,0.8657,0.8472,0.5371,0.4279,0.7997,0.8658,0.848,0.5024,0.7087,0.0214
75,0.8657,0.8472,0.5546,0.4585,0.7998,0.8658,0.848,0.5004,0.7034,0.0191
76,0.8704,0.8515,0.5284,0.4236,0.799,0.8704,0.8522,0.5064,0.7153,0.0192
77,0.8704,0.8515,0.5459,0.441,0.7994,0.8702,0.852,0.5003,0.7053,0.0199
78,0.8611,0.8428,0.559,0.4541,0.797,0.8611,0.8435,0.5033,0.7095,0.0216
79,0.8704,0.8515,0.5546,0.4585,0.7979,0.8702,0.852,0.5045,0.7074,0.0194
80,0.8657,0.8472,0.5415,0.441,0.7977,0.8661,0.8483,0.5069,0.7133,0.0194
81,0.8657,0.8472,0.5546,0.4541,0.7978,0.8654,0.8475,0.5,0.7016,0.0179
82,0.8611,0.8428,0.5415,0.4454,0.7976,0.8609,0.8433,0.5038,0.7081,0.0174
83,0.8611,0.8428,0.5502,0.4454,0.7956,0.8613,0.8437,0.514,0.7226,0.0174
84,0.8657,0.8472,0.5502,0.4454,0.7971,0.8654,0.8475,0.5087,0.714,0.0182
85,0.8657,0.8472,0.559,0.4629,0.7993,0.8658,0.848,0.499,0.699,0.0169
