epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
51,0.8565,0.8384,0.5371,0.4367,0.7851,0.8564,0.8391,0.5261,0.7348,0.0314
52,0.8657,0.8428,0.5371,0.4367,0.7854,0.8656,0.8435,0.5162,0.7214,0.0315
53,0.8611,0.8384,0.524,0.4236,0.7875,0.8617,0.8398,0.5239,0.7318,0.0281
54,0.8611,0.8341,0.5328,0.4367,0.7886,0.8613,0.8352,0.5191,0.7277,0.0289
55,0.8611,0.8384,0.5546,0.4585,0.7896,0.8611,0.8393,0.5143,0.7229,0.0278
56,0.8565,0.8341,0.5502,0.4498,0.7862,0.8568,0.8352,0.5164,0.7213,0.0274
57,0.8611,0.8472,0.5459,0.4454,0.789,0.8609,0.8475,0.5164,0.7206,0.0285
58,0.8565,0.8297,0.5459,0.4454,0.7895,0.8569,0.8311,0.5133,0.7179,0.0254
59,0.8611,0.8341,0.5677,0.4672,0.7875,0.8616,0.8355,0.5222,0.7291,0.0264
60,0.8565,0.8297,0.5721,0.4716,0.793,0.857,0.8312,0.5013,0.704,0.0279
61,0.8565,0.8297,0.5284,0.4279,0.7875,0.8571,0.8313,0.5203,0.7313,0.0253
62,0.8472,0.8253,0.5328,0.4367,0.786,0.8473,0.8263,0.5173,0.724,0.0266
63,0.8611,0.8341,0.5371,0.441,0.7878,0.8617,0.8356,0.5145,0.7205,0.0275
64,0.8611,0.8341,0.559,0.4541,0.7947,0.8616,0.8355,0.5092,0.7184,0.024
65,0.8611,0.8428,0.5328,0.4279,0.7835,0.8611,0.8435,0.5258,0.7345,0.0232
66,0.8565,0.8341,0.5284,0.4236,0.7924,0.857,0.8355,0.514,0.7258,0.0218
67,0.8472,0.8297,0.5371,0.4323,0.7922,0.8475,0.8308,0.5156,0.7233,0.0242
68,0.8519,0.8253,0.5546,0.4498,0.7857,0.8519,0.8263,0.5248,0.7354,0.0235
69,0.8565,0.8297,0.5371,0.441,0.7861,0.8571,0.8313,0.5157,0.7245,0.0224
70,0.8426,0.8166,0.5328,0.441,0.7877,0.843,0.818,0.5206,0.7292,0.0225
71,0.8611,0.8341,0.5459,0.4454,0.788,0.8613,0.8352,0.5171,0.727,0.0221
72,0.8611,0.8384,0.5415,0.441,0.7862,0.8611,0.8393,0.5179,0.7252,0.0206
73,0.8565,0.8297,0.5546,0.4585,0.7892,0.8571,0.8313,0.5137,0.7212,0.0198
74,0.8611,0.8384,0.5328,0.4367,0.7875,0.8616,0.8397,0.5173,0.7239,0.0209
75,0.8611,0.8341,0.5459,0.4454,0.7895,0.8616,0.8355,0.5146,0.7234,0.0203
76,0.8472,0.8297,0.5415,0.441,0.7875,0.8475,0.8308,0.5167,0.7261,0.0202
77,0.8611,0.8341,0.5284,0.4279,0.7862,0.8616,0.8355,0.5181,0.7271,0.02
78,0.8611,0.8341,0.524,0.4279,0.7869,0.8617,0.8356,0.5192,0.7303,0.02
79,0.8426,0.821,0.5284,0.4323,0.7893,0.8428,0.8221,0.5153,0.7233,0.0197
80,0.8565,0.8297,0.524,0.4236,0.7878,0.8569,0.8311,0.5167,0.7256,0.02
81,0.8565,0.8341,0.5284,0.4323,0.791,0.8568,0.8352,0.5138,0.7203,0.0177
82,0.8657,0.8384,0.5328,0.4236,0.7887,0.8663,0.8398,0.516,0.7242,0.0177
83,0.8519,0.8297,0.524,0.4236,0.7866,0.8522,0.8309,0.5255,0.737,0.0182
84,0.8657,0.8384,0.5284,0.4236,0.787,0.8663,0.8398,0.5222,0.7337,0.0193
85,0.8657,0.8428,0.524,0.4236,0.7889,0.8663,0.8441,0.5167,0.7222,0.0169
86,0.8657,0.8384,0.524,0.4236,0.7854,0.8663,0.8398,0.5198,0.7278,0.016
87,0.8565,0.8297,0.5109,0.4105,0.7845,0.8569,0.8311,0.5276,0.7365,0.0166
88,0.8565,0.8341,0.524,0.4192,0.7851,0.8569,0.8353,0.5236,0.7313,0.0162
89,0.8611,0.8341,0.5284,0.4236,0.787,0.8616,0.8355,0.5215,0.7307,0.0166
90,0.8657,0.8384,0.524,0.4279,0.7854,0.8663,0.8398,0.5194,0.7253,0.0175
