epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
21,0.8287,0.8035,0.5153,0.4061,0.7743,0.8283,0.8043,0.5543,0.7636,0.0879
22,0.8472,0.8122,0.4716,0.3668,0.7743,0.8478,0.814,0.5734,0.7942,0.0787
23,0.8287,0.7991,0.5109,0.3974,0.7721,0.8292,0.8008,0.553,0.7626,0.065
24,0.8426,0.8122,0.4716,0.3668,0.7798,0.8432,0.814,0.5654,0.7858,0.0701
25,0.8565,0.8253,0.4934,0.3843,0.7801,0.8566,0.8265,0.5554,0.7738,0.0732
26,0.8426,0.8122,0.5022,0.4148,0.7791,0.8432,0.814,0.5456,0.7578,0.0601
27,0.8426,0.8122,0.5022,0.3974,0.7863,0.8432,0.814,0.536,0.7535,0.0661
28,0.838,0.8079,0.476,0.3755,0.7784,0.8381,0.8092,0.5474,0.7654,0.0539
29,0.838,0.8079,0.5284,0.4192,0.7734,0.8376,0.8087,0.5445,0.755,0.0553
30,0.8287,0.7991,0.4978,0.393,0.7741,0.8292,0.8008,0.5502,0.7607,0.0539
31,0.8333,0.8079,0.5109,0.4061,0.7864,0.8331,0.8087,0.5421,0.7561,0.0497
32,0.8287,0.8035,0.4891,0.393,0.7756,0.8286,0.8045,0.5508,0.7677,0.0532
33,0.838,0.8079,0.5109,0.4148,0.7826,0.8383,0.8093,0.5437,0.7583,0.0525
34,0.8519,0.8253,0.5153,0.4105,0.7844,0.8514,0.8259,0.5273,0.7425,0.045
35,0.8472,0.8166,0.5022,0.3974,0.7748,0.8471,0.8177,0.5507,0.763,0.0522
36,0.8472,0.8166,0.5328,0.4367,0.7812,0.8477,0.8181,0.5376,0.7509,0.0409
37,0.838,0.8122,0.5371,0.4454,0.7811,0.8376,0.813,0.5333,0.7404,0.0459
38,0.8333,0.8166,0.5066,0.4017,0.7722,0.8325,0.8166,0.5541,0.7675,0.0432
39,0.8472,0.8166,0.5284,0.4236,0.7918,0.8471,0.8177,0.523,0.7364,0.0393
40,0.8472,0.8166,0.5153,0.4105,0.7769,0.8471,0.8177,0.5524,0.768,0.039
41,0.8333,0.8035,0.524,0.4148,0.7794,0.8339,0.8052,0.5538,0.7709,0.0398
42,0.838,0.8079,0.5109,0.4061,0.7723,0.8383,0.8093,0.553,0.7674,0.0394
43,0.8472,0.8166,0.5371,0.4279,0.7878,0.8471,0.8177,0.5352,0.7488,0.0348
44,0.838,0.8079,0.5109,0.4017,0.7718,0.8386,0.8096,0.5631,0.7834,0.0373
45,0.8426,0.821,0.4891,0.3843,0.7784,0.8421,0.8214,0.5436,0.7591,0.0336
46,0.838,0.8079,0.5153,0.4148,0.7838,0.8383,0.8093,0.527,0.7381,0.0329
47,0.838,0.8166,0.4934,0.3886,0.7793,0.8378,0.8174,0.5466,0.7621,0.0323
48,0.8287,0.8035,0.5153,0.4061,0.7868,0.8286,0.8045,0.5363,0.7524,0.0306
49,0.8519,0.821,0.5328,0.441,0.779,0.8519,0.8221,0.5364,0.7438,0.0323
50,0.838,0.8122,0.5284,0.4279,0.7836,0.8381,0.8134,0.5374,0.7528,0.0297
51,0.8333,0.8079,0.5284,0.4323,0.7827,0.8331,0.8087,0.5344,0.7429,0.0301
52,0.8472,0.8253,0.5415,0.4367,0.7811,0.8469,0.8259,0.5423,0.7546,0.0278
53,0.838,0.8166,0.5546,0.4454,0.782,0.8376,0.8172,0.5327,0.7402,0.0307
54,0.8287,0.8035,0.5197,0.4105,0.7877,0.8288,0.8047,0.5303,0.7453,0.0298
55,0.8426,0.8122,0.5415,0.4498,0.7907,0.8424,0.8132,0.5157,0.7195,0.0274
56,0.8333,0.8035,0.5197,0.4192,0.7883,0.8333,0.8047,0.5245,0.7325,0.0284
57,0.8426,0.821,0.5109,0.4061,0.7902,0.8421,0.8214,0.5252,0.738,0.0268
58,0.838,0.8122,0.5371,0.4323,0.7869,0.8381,0.8134,0.5262,0.7335,0.0257
59,0.8287,0.8035,0.4891,0.3799,0.7873,0.8286,0.8045,0.5392,0.7561,0.0246
60,0.8426,0.8122,0.5284,0.4236,0.7812,0.8431,0.8139,0.5398,0.7552,0.025
61,0.8426,0.821,0.5066,0.4061,0.7861,0.8428,0.8221,0.5289,0.7372,0.0267
62,0.8472,0.821,0.5459,0.441,0.7831,0.8471,0.8219,0.5312,0.7405,0.0268
63,0.838,0.8166,0.5371,0.4236,0.7779,0.8378,0.8174,0.5389,0.7492,0.0229
64,0.838,0.8166,0.5109,0.4192,0.7859,0.8378,0.8174,0.529,0.738,0.0235
65,0.8426,0.8166,0.5066,0.4017,0.782,0.8424,0.8174,0.5336,0.739,0.0241
66,0.8426,0.8166,0.524,0.4192,0.7873,0.8431,0.8181,0.5302,0.7439,0.0248
67,0.8472,0.821,0.5153,0.4148,0.7887,0.8475,0.8223,0.5261,0.7348,0.0223
68,0.8472,0.821,0.5284,0.4192,0.7888,0.8477,0.8224,0.5197,0.7296,0.0209
69,0.8426,0.8122,0.5371,0.4236,0.7833,0.843,0.8137,0.5333,0.7445,0.021
70,0.8426,0.821,0.5415,0.4367,0.7895,0.8426,0.8219,0.5243,0.734,0.0206
71,0.838,0.8079,0.5328,0.4323,0.781,0.8383,0.8093,0.5356,0.7443,0.0205
72,0.8472,0.821,0.5284,0.4279,0.7879,0.8471,0.8219,0.5225,0.7275,0.0192
73,0.8519,0.8253,0.5328,0.4236,0.787,0.8516,0.8261,0.5258,0.7339,0.0196
74,0.8426,0.8166,0.5328,0.4236,0.7899,0.843,0.818,0.533,0.7458,0.0193
75,0.8426,0.8166,0.5371,0.4323,0.79,0.8421,0.8172,0.5224,0.7281,0.0206
76,0.8426,0.8166,0.5328,0.4323,0.7852,0.8421,0.8172,0.5285,0.7379,0.0189
77,0.838,0.8122,0.5328,0.4236,0.7835,0.8381,0.8134,0.5355,0.7483,0.0193
78,0.8333,0.8035,0.5197,0.4192,0.7814,0.8336,0.8049,0.537,0.7464,0.0187
79,0.838,0.8122,0.5153,0.4061,0.784,0.8381,0.8134,0.5327,0.7409,0.0191
80,0.8333,0.8035,0.5197,0.4105,0.7861,0.8336,0.8049,0.5381,0.7509,0.0179
81,0.8426,0.8122,0.5284,0.4192,0.7852,0.8428,0.8136,0.5345,0.7438,0.0188
82,0.8472,0.821,0.5197,0.4105,0.7857,0.8475,0.8223,0.5319,0.7387,0.0173
83,0.838,0.8079,0.524,0.4192,0.7825,0.8383,0.8093,0.5313,0.7378,0.0166
84,0.8472,0.821,0.524,0.4192,0.7835,0.8475,0.8223,0.5342,0.7414,0.0185
85,0.8519,0.821,0.524,0.4236,0.7857,0.8522,0.8224,0.5289,0.7367,0.0151
