epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
47,0.8704,0.8384,0.5022,0.4017,0.7944,0.8705,0.8396,0.5194,0.7319,0.0326
48,0.8657,0.8384,0.5022,0.4017,0.793,0.8658,0.8395,0.5189,0.7293,0.0316
49,0.8611,0.8341,0.5022,0.393,0.7988,0.8611,0.835,0.5167,0.7279,0.0336
50,0.8657,0.8384,0.4847,0.3755,0.7984,0.8658,0.8395,0.5235,0.7404,0.0313
51,0.8657,0.8384,0.5066,0.393,0.796,0.8658,0.8395,0.5207,0.7351,0.0288
52,0.8657,0.8384,0.5197,0.4105,0.7947,0.8658,0.8395,0.5195,0.7321,0.0302
53,0.8565,0.8297,0.5284,0.4279,0.7975,0.8561,0.8304,0.5148,0.721,0.0297
54,0.8657,0.8384,0.5328,0.4367,0.8014,0.8656,0.8393,0.4975,0.7027,0.0312
55,0.8565,0.8297,0.524,0.4148,0.7985,0.8561,0.8304,0.516,0.7269,0.0279
56,0.8657,0.8384,0.5153,0.4148,0.8001,0.8658,0.8395,0.5045,0.7108,0.0293
57,0.8657,0.8384,0.4541,0.3537,0.7955,0.8656,0.8393,0.537,0.7534,0.0254
58,0.8704,0.8428,0.5066,0.4017,0.8007,0.8704,0.8437,0.5103,0.7205,0.0266
59,0.8704,0.8428,0.4891,0.3886,0.8029,0.8704,0.8437,0.5102,0.7222,0.0257
60,0.8657,0.8384,0.5284,0.4148,0.8001,0.8658,0.8395,0.5072,0.7156,0.0267
61,0.8704,0.8384,0.5066,0.4017,0.8,0.8705,0.8396,0.513,0.7241,0.027
62,0.8657,0.8384,0.5328,0.4236,0.7992,0.8658,0.8395,0.5093,0.7173,0.024
63,0.8565,0.8297,0.5328,0.4236,0.796,0.8564,0.8306,0.5081,0.7168,0.0252
64,0.8565,0.8297,0.5328,0.4236,0.7983,0.8561,0.8304,0.5084,0.7166,0.0241
65,0.8704,0.8428,0.5022,0.393,0.8015,0.8704,0.8437,0.5099,0.7218,0.0223
66,0.8657,0.8384,0.5022,0.3974,0.8025,0.8656,0.8393,0.5127,0.722,0.023
67,0.8657,0.8384,0.5022,0.393,0.8001,0.8656,0.8393,0.5078,0.72,0.0235
68,0.8611,0.8341,0.524,0.4192,0.7995,0.8611,0.835,0.5092,0.718,0.0257
69,0.875,0.8472,0.5022,0.393,0.7993,0.8751,0.8481,0.5151,0.7292,0.0243
70,0.8704,0.8384,0.5197,0.4105,0.8035,0.8704,0.8395,0.4988,0.7061,0.0206
71,0.8704,0.8428,0.5197,0.4148,0.8025,0.8704,0.8437,0.5023,0.7091,0.0204
72,0.8565,0.8297,0.5109,0.4061,0.7968,0.8561,0.8304,0.5161,0.7238,0.0232
73,0.8704,0.8384,0.5459,0.4323,0.8011,0.8705,0.8396,0.5019,0.7088,0.0209
74,0.8704,0.8428,0.4978,0.3886,0.7992,0.8704,0.8437,0.5083,0.7179,0.0216
75,0.8657,0.8384,0.5066,0.3974,0.8016,0.8658,0.8395,0.5134,0.7258,0.0221
76,0.8704,0.8428,0.524,0.4105,0.7971,0.8704,0.8437,0.5144,0.7269,0.0207
77,0.875,0.8472,0.5153,0.4061,0.8015,0.8751,0.8481,0.5079,0.7154,0.0194
78,0.8704,0.8384,0.4891,0.3799,0.7979,0.8704,0.8395,0.5182,0.7317,0.0205
79,0.8704,0.8428,0.5066,0.3974,0.8023,0.8704,0.8437,0.5062,0.7163,0.0215
80,0.8704,0.8428,0.5153,0.4148,0.8029,0.8704,0.8437,0.4999,0.7049,0.0184
81,0.8611,0.8341,0.5284,0.4192,0.7984,0.8609,0.8348,0.5101,0.7183,0.0172
82,0.8611,0.8341,0.5109,0.4017,0.8011,0.8609,0.8348,0.51,0.7186,0.0175
83,0.8611,0.8341,0.5109,0.4017,0.7999,0.8609,0.8348,0.5115,0.7236,0.0202
84,0.8657,0.8384,0.5153,0.4061,0.8003,0.8656,0.8393,0.5089,0.7168,0.0184
