epoch,Acc2,Acc2_has0,Acc5,Acc7,Corr,F1,F1_has0,Loss,MAE,train_loss
22,0.8519,0.8297,0.559,0.476,0.7943,0.852,0.8308,0.5169,0.7161,0.0806
23,0.8426,0.8079,0.5371,0.4192,0.7924,0.8431,0.8096,0.5178,0.7171,0.0716
24,0.8472,0.8253,0.524,0.4148,0.796,0.8473,0.8263,0.5099,0.7202,0.0734
25,0.8519,0.821,0.5502,0.4367,0.8014,0.8522,0.8224,0.4937,0.6961,0.0715
26,0.8472,0.8166,0.524,0.4105,0.804,0.8475,0.818,0.5042,0.7192,0.0618
27,0.875,0.8472,0.5328,0.441,0.7973,0.8749,0.848,0.5164,0.7219,0.0573
28,0.8519,0.8341,0.5502,0.4541,0.8008,0.8516,0.8346,0.5124,0.7169,0.0569
29,0.8426,0.821,0.5328,0.4541,0.7992,0.8431,0.8224,0.4983,0.6983,0.0581
30,0.8472,0.821,0.524,0.4192,0.8054,0.8477,0.8224,0.5011,0.7109,0.0487
31,0.8426,0.8122,0.5328,0.4236,0.7934,0.8431,0.8139,0.5136,0.722,0.0519
32,0.8519,0.8253,0.5415,0.4541,0.797,0.8519,0.8263,0.5142,0.7224,0.046
33,0.8472,0.821,0.5502,0.4454,0.7971,0.8477,0.8224,0.5026,0.7094,0.0516
34,0.8565,0.8253,0.5371,0.4279,0.7994,0.8571,0.827,0.5148,0.7245,0.0493
35,0.8519,0.8297,0.5459,0.4367,0.7937,0.8508,0.8295,0.5222,0.7359,0.047
36,0.8565,0.8297,0.5415,0.4323,0.7959,0.8568,0.8309,0.5125,0.7167,0.0509
37,0.8611,0.8384,0.5415,0.441,0.8048,0.8611,0.8393,0.4903,0.6945,0.0422
38,0.8519,0.8253,0.5153,0.441,0.797,0.8519,0.8263,0.5294,0.7329,0.0427
39,0.8565,0.8297,0.524,0.4279,0.8033,0.8566,0.8308,0.5005,0.7079,0.0439
40,0.8519,0.8253,0.5284,0.4279,0.7996,0.8524,0.8268,0.501,0.7086,0.0441
41,0.8519,0.8297,0.5415,0.4454,0.7944,0.8511,0.8298,0.5114,0.7176,0.0366
42,0.8611,0.8341,0.5328,0.4279,0.8,0.8607,0.8346,0.5056,0.7141,0.0393
43,0.8611,0.8341,0.524,0.4148,0.803,0.8609,0.8348,0.4938,0.7022,0.0347
44,0.8565,0.821,0.5022,0.3974,0.8053,0.857,0.8226,0.507,0.7189,0.0319
45,0.8611,0.8341,0.5502,0.4541,0.8072,0.8615,0.8353,0.4894,0.7,0.0339
46,0.8657,0.8341,0.5109,0.4105,0.8052,0.8661,0.8355,0.5001,0.7115,0.0323
47,0.8657,0.8428,0.5459,0.441,0.8017,0.8656,0.8435,0.4977,0.7047,0.034
48,0.8565,0.8253,0.5109,0.4061,0.7989,0.8569,0.8268,0.5184,0.735,0.0306
49,0.8704,0.8428,0.5284,0.441,0.8068,0.8705,0.8439,0.4906,0.6993,0.031
50,0.8657,0.8384,0.5328,0.4279,0.8102,0.8658,0.8395,0.4901,0.6998,0.0305
51,0.8611,0.8341,0.5153,0.4148,0.8066,0.8613,0.8352,0.5028,0.7113,0.0284
52,0.8704,0.8472,0.5328,0.4367,0.8005,0.8705,0.8481,0.5009,0.711,0.0288
53,0.8611,0.8341,0.5284,0.4279,0.7985,0.8615,0.8353,0.5078,0.7141,0.0312
54,0.8565,0.8297,0.5415,0.4498,0.8069,0.8568,0.8309,0.4878,0.6953,0.0294
55,0.8472,0.821,0.5284,0.4236,0.8016,0.8475,0.8223,0.5089,0.7216,0.0256
56,0.8519,0.8297,0.5415,0.4454,0.8079,0.8516,0.8304,0.4944,0.7013,0.0282
57,0.8657,0.8384,0.5066,0.4017,0.804,0.8663,0.8398,0.5061,0.7184,0.027
58,0.8657,0.8384,0.5371,0.4367,0.8116,0.8661,0.8397,0.4899,0.6974,0.0265
59,0.8657,0.8384,0.524,0.4192,0.8081,0.8661,0.8397,0.4935,0.7009,0.0244
60,0.8611,0.8253,0.5284,0.4148,0.8063,0.8616,0.8269,0.4954,0.7042,0.0272
61,0.8657,0.8341,0.5284,0.4279,0.8033,0.8663,0.8356,0.5021,0.7131,0.0257
62,0.8704,0.8428,0.5546,0.4454,0.8022,0.8707,0.844,0.5006,0.707,0.0224
63,0.8611,0.8341,0.5459,0.4454,0.8038,0.8611,0.835,0.4956,0.7029,0.0244
64,0.8611,0.8384,0.5371,0.4367,0.8029,0.8611,0.8393,0.493,0.6987,0.0231
65,0.8657,0.8428,0.5371,0.4279,0.8014,0.8658,0.8437,0.5011,0.7111,0.0216
66,0.8611,0.8297,0.5284,0.4236,0.8066,0.8613,0.8309,0.4938,0.7049,0.0234
67,0.8611,0.8384,0.5415,0.4323,0.8007,0.8611,0.8393,0.4981,0.7065,0.0219
