Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,loss
h-dcd,0.5510±0.0000,0.5623±0.0000,0.5427±0.0000,0.5522±0.0000,0.1895±0.0000,0.1895±0.0000,1.4156±0.0000,0.2256±0.0000,5.6906±0.0000
